/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/center_2019_04_28_06_52_28_416.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/left_2019_04_28_06_52_28_416.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/right_2019_04_28_06_52_28_416.jpg,0,1,0,30.19031
/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/center_2019_04_28_06_52_28_482.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/left_2019_04_28_06_52_28_482.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/right_2019_04_28_06_52_28_482.jpg,0,1,0,30.19031
/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/center_2019_04_28_06_52_28_549.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/left_2019_04_28_06_52_28_549.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/right_2019_04_28_06_52_28_549.jpg,0,1,0,30.1903
/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/center_2019_04_28_06_52_28_619.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/left_2019_04_28_06_52_28_619.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/right_2019_04_28_06_52_28_619.jpg,0,1,0,30.19028
/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/center_2019_04_28_06_52_28_690.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/left_2019_04_28_06_52_28_690.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/right_2019_04_28_06_52_28_690.jpg,0,1,0,30.19033
/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/center_2019_04_28_06_52_28_759.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/left_2019_04_28_06_52_28_759.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/right_2019_04_28_06_52_28_759.jpg,0,1,0,30.19028
/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/center_2019_04_28_06_52_28_829.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/left_2019_04_28_06_52_28_829.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/right_2019_04_28_06_52_28_829.jpg,0,1,0,30.19032
/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/center_2019_04_28_06_52_28_898.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/left_2019_04_28_06_52_28_898.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/right_2019_04_28_06_52_28_898.jpg,0,1,0,30.19029
/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/center_2019_04_28_06_52_28_970.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/left_2019_04_28_06_52_28_970.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/right_2019_04_28_06_52_28_970.jpg,-0.05,1,0,30.18972
/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/center_2019_04_28_06_52_29_043.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/left_2019_04_28_06_52_29_043.jpg,/Users/alpona/Desktop/TrainingDataSelfDrive/IMG/right_2019_04_28_06_52_29_043.jpg,-0.25,1,0,30.1748
